fecha,id_respuesta,canal,producto,satisfaccion,comentario,tienda,agente
2025-11-10,4647,tienda,Televisor Z3,1,Podría ser más potente,,Carmen
2025-12-20,3817,tienda,Smartphone S10,4,El sonido se corta a veces,,Antonio
2025-12-27,4645,web,Auriculares H7,5,"Todo bien, entrega rápida",,Carmen
2025-12-10,696,tienda,Lavadora L2,7,  Podría ser más potente  ,Murcia,Laura
2025-12-23,4851,tienda,Lavadora L2,4,Amable la atención,,Lucia
2025-11-28,922,telefono,Portátil X1,4,La entrega se retrasó,,Antonio
2025-11-07,3054,web,Smartphone S10,10,Podría ser más potente,,Lucia
2025-11-19,187,tienda,Aspiradora V8,8,La entrega se retrasó,Cartagena,Laura
2025-11-27,4563,tienda,Smartphone S10,4,Amable la atención,Lorca,Laura
2025-11-03,1782,telefono,Lavadora L2,10,  El sonido se corta a veces  ,Murcia,Antonio
2025-11-24,4239,tienda,Lavadora L2,  NS/NC  ,El sonido se corta a veces,Murcia,Laura
2025-11-18,1869,web,Smartphone S10,3,Podría ser más potente,,Miguel
2025-12-17,636,tienda,Televisor Z3,3,Buen rendimiento,,Miguel
2025-11-12,1105,tienda,Portátil X1,8,Muy útil la explicación del técnico,,Antonio
2025-12-08,4593,tienda,  Portátil X1  ,4,,Lorca,Laura
2025-11-17,1877,tienda,Smartphone S10,2,Muy útil la explicación del técnico,Lorca,Laura
2025-12-10,1182,tienda,Aspiradora V8,10,Podría ser más potente,,Lucia
2025-12-31,688,web,Smartphone S10,2,  Muy útil la explicación del técnico  ,,Lucia
2025-11-21,1047,web,Aspiradora V8,2,Muy útil la explicación del técnico,,Carmen
2025-11-30,3723,tienda,Smartphone S10,4,Buen rendimiento,,Antonio
2025-12-26,2266,tienda,Portátil X1,2,,,Carmen
2025-11-04,768,telefono,Auriculares H7,9,La entrega se retrasó,Murcia,Lucia
2025-11-01,4954,tienda,Auriculares H7,10,Buen rendimiento,,Antonio
2025-11-05,256,tienda,Auriculares H7,8,Muy buena atención,Lorca,Carmen
2025-12-06,1845,telefono,Televisor Z3,10,El sonido se corta a veces,,Antonio
2025-12-25,316,tienda,Portátil X1,1,El sonido se corta a veces,,Miguel
2025-11-02,2636,telefono,Smartphone S10,1,Amable la atención,,Lucia
2025-12-23,3313,telefono,Smartphone S10,6,Buen rendimiento,Cartagena,Lucia
2025-11-24,916,web,Portátil X1,2,  Amable la atención  ,,Laura
2025-12-24,1678,tienda,Aspiradora V8,4,Amable la atención,,Miguel
2025-12-15,3032,tienda,Lavadora L2,3,Podría ser más potente,Cartagena,Laura
2025-12-17,4690,web,Auriculares H7,diez,El sonido se corta a veces,,Laura
2025-12-23,4595,telefono,Smartphone S10,1,El sonido se corta a veces,Lorca,Antonio
2025-11-30,158,web,Portátil X1,10, (act.),,Laura
2025-11-27,4847,web,Smartphone S10,1,Buen rendimiento,,Laura
2025-12-26,3557,web,  Portátil X1  ,-1,El sonido se corta a veces,,Carmen
2025-11-28,4294,telefono,Auriculares H7,diez,La entrega se retrasó,Cartagena,Carmen
2025-12-03,1196,tienda,Smartphone S10,8,Buen rendimiento,,Antonio
2025-11-07,4561,telefono,Lavadora L2,8,Muy útil la explicación del técnico,,Laura
2025-11-17,361,tienda,Smartphone S10,7,"Todo bien, entrega rápida",Cartagena,Antonio
2025-12-30,2029,tienda,Televisor Z3,1,Muy buena atención,Cartagena,Carmen
2025-12-24,2450,telefono,Televisor Z3,2,Buen rendimiento,,Carmen
2025-11-11,4528,tienda,Smartphone S10,8,Buen rendimiento,,Carmen
2025-12-05,585,web,Auriculares H7,3,El sonido se corta a veces,,Miguel
2025-12-29,2528,telefono,Smartphone S10,nueve,Amable la atención,Lorca,Lucia
2025-12-27,2957,web,Smartphone S10,7,Muy buena atención,,Miguel
2025/12/40,1311,tienda,Smartphone S10,9,El sonido se corta a veces,,Antonio
2025-13-01,180,telefono,Televisor Z3,3,Buen rendimiento,Cartagena,Laura
2025-11-12,2563,telefono,Aspiradora V8,nueve,Amable la atención,Murcia,Miguel
2025-12-17,379,telefono,Portátil X1,5,Podría ser más potente,Murcia,Carmen
2025-12-14,668,telefono,Auriculares H7,6,Amable la atención,Cartagena,Antonio
31-12-2025,869,tienda,Smartphone S10,5,Podría ser más potente,,Lucia
2025-12-07,4993,tienda,Auriculares H7,2,Buen rendimiento,Cartagena,Antonio
2025-11-07,2524,telefono,Portátil X1,8,Amable la atención,,Miguel
2025-11-22,1217,tienda,Auriculares H7,11,Muy buena atención,,Carmen
2025/12/40,2583,web,Portátil X1,2,Amable la atención,,Carmen
2025-12-07,3758,tienda,  Auriculares H7  ,100,Muy buena atención,Cartagena,Miguel
2025-11-29,2380,telefono,Lavadora L2,1,Muy útil la explicación del técnico,,Carmen
2025-11-10,4961,web,Lavadora L2,6,El sonido se corta a veces,,Antonio
2025-12-25,3009,tienda,Lavadora L2,-1,Muy buena atención,,Miguel
2025-11-24,1727,telefono,Televisor Z3,0,  Podría ser más potente  ,,Miguel
2025-11-03,2015,telefono,Auriculares H7,6,Muy útil la explicación del técnico,Murcia,Antonio
2025-12-25,3671,tienda,Televisor Z3,9,El sonido se corta a veces,Murcia,Miguel
2025-12-06,3076,web,Aspiradora V8,2,Muy útil la explicación del técnico,,Lucia
2025-12-10,424,telefono,Lavadora L2,10,  Muy buena atención  ,Cartagena,Antonio
2025-11-08,2762,telefono,Aspiradora V8,4,"Todo bien, entrega rápida",,Antonio
2025-11-23,140,telefono,Portátil X1,ns/nc,El sonido se corta a veces,Murcia,Laura
2025-12-28,980,telefono,Auriculares H7,5,La entrega se retrasó,,Laura
2025-11-30,415,telefono,Lavadora L2,-1,Amable la atención,,Laura
2025-11-12,3751,tienda,Lavadora L2,9,Podría ser más potente,,Miguel
2025-11-21,4430,telefono,Auriculares H7,10,Buen rendimiento,,Lucia
2025-11-24,1792,tienda,Portátil X1,9,Muy buena atención,,Laura
2025/12/40,610,telefono,Smartphone S10,8,Muy útil la explicación del técnico,Murcia,Laura
2025-12-28,3840,web,Aspiradora V8,10,La entrega se retrasó,,Antonio
2025-12-23,1284,telefono,Televisor Z3,No Sabe,La entrega se retrasó,,Carmen
2025-12-22,3087,telefono,Portátil X1,10,El sonido se corta a veces,,Antonio
2025/12/40,4105,web,Aspiradora V8,3,Amable la atención,,Antonio
2025-12-20,3530,telefono,Aspiradora V8,8,La entrega se retrasó,Cartagena,Miguel
2025-11-04,4611,tienda,Portátil X1,4,Muy útil la explicación del técnico,Murcia,Lucia
2025-12-05,1465,web,Lavadora L2,6,Muy útil la explicación del técnico,,Miguel
2025-11-16,1544,tienda,Televisor Z3,2,,Cartagena,Carmen
2025-11-17,3166,tienda,Televisor Z3,9,"Todo bien, entrega rápida",,Miguel
2025-11-30,66,telefono,Aspiradora V8,NS/NC,Buen rendimiento (act.),,Lucia
2025-11-22,3439,telefono,Aspiradora V8,2,"Todo bien, entrega rápida",Cartagena,Miguel
2025-12-20,49,web,Smartphone S10,4,Muy buena atención,,Antonio
2025-11-21,2811,web,Portátil X1,4,"Todo bien, entrega rápida",,Carmen
2025-12-22,4017,telefono,Aspiradora V8,1,Muy buena atención,,Miguel
2025-12-17,157,telefono,Aspiradora V8,7,Amable la atención,,Miguel
2025-12-16,4958,tienda,  Televisor Z3  ,10,Muy útil la explicación del técnico,,Miguel
2025-12-12,2870,telefono,Lavadora L2,8,"Todo bien, entrega rápida",,Laura
2025-11-06,4009,tienda,Lavadora L2,7,Amable la atención,,Miguel
2025-12-31,4740,telefono,Aspiradora V8,4,  Buen rendimiento  ,Murcia,Miguel
2025-11-08,4194,web,Portátil X1,nueve,Muy buena atención,,Carmen
2025-12-13,493,web,Portátil X1,ns/nc,Muy útil la explicación del técnico,,Carmen
2025-12-28,4982,telefono,Portátil X1,6,Muy útil la explicación del técnico,Murcia,Carmen
2025-11-17,3661,web,Smartphone S10,9,"Todo bien, entrega rápida",,Carmen
2025-12-02,722,tienda,Televisor Z3,7,Podría ser más potente,Cartagena,Miguel
2025-12-02,1060,web,Lavadora L2,4,,,Antonio
2025-12-15,101,tienda,Smartphone S10,NA,Podría ser más potente,Murcia,Lucia
2025-12-03,85,web,Auriculares H7,11,El sonido se corta a veces (act.),,Lucia
2025-11-21,2037,telefono,Lavadora L2,7,Muy útil la explicación del técnico,,Lucia
2025-12-29,3978,telefono,Televisor Z3,No contesta,Amable la atención,Cartagena,Lucia
2025-12-20,1194,tienda,Lavadora L2,10,La entrega se retrasó,Lorca,Antonio
2025-12-11,4206,telefono,Lavadora L2,10,  Muy buena atención  ,,Carmen
2025-12-03,3433,web,Smartphone S10,5,Muy buena atención,,Antonio
2025-12-12,1896,tienda,Aspiradora V8,10,Muy buena atención,Cartagena,Carmen
2025-12-07,1003,telefono,Smartphone S10,2,"  Todo bien, entrega rápida  ",,Carmen
2025-11-07,514,telefono,Auriculares H7,5,"Todo bien, entrega rápida",Lorca,Antonio
2025-11-09,2980,web,Auriculares H7,9,  Buen rendimiento  ,,Lucia
2025-11-19,3079,telefono,Lavadora L2,NS/NC,"Todo bien, entrega rápida (act.)",,Carmen
2025-11-08,2124,web,Smartphone S10,5,"Todo bien, entrega rápida",,Miguel
2025-11-18,645,web,Auriculares H7,3,El sonido se corta a veces,,Miguel
2025-11-25,2091,tienda,Portátil X1,8,El sonido se corta a veces,Lorca,Lucia
2025-12-07,215,web,Aspiradora V8,8,La entrega se retrasó,,Laura
2025-12-16,2271,web,Aspiradora V8,2,"Todo bien, entrega rápida",,Laura
2025-11-30,88,web,Auriculares H7,3,El sonido se corta a veces,,Carmen
2025-11-20,2036,web,Auriculares H7,100,"Todo bien, entrega rápida",,Lucia
2025-12-03,2139,tienda,Portátil X1,nueve,El sonido se corta a veces,,Miguel
2025-12-22,2420,tienda,Televisor Z3,No sabe/No contesta,,Lorca,Lucia
2025-11-20,1219,web,Televisor Z3,9,Amable la atención,,Lucia
2025-11-18,1802,telefono,Smartphone S10,No Sabe,,,Antonio
2025-12-27,2148,tienda,Lavadora L2,8,,Murcia,Antonio
2025-12-19,4962,tienda,  Televisor Z3  ,  NS/NC  ,  Podría ser más potente  ,,Miguel
2025-12-28,4739,web,Lavadora L2,9,El sonido se corta a veces,,Lucia
2025-12-31,2169,web,Aspiradora V8,NA,Amable la atención,,Antonio
2025-11-29,76,tienda,Lavadora L2,10,Muy útil la explicación del técnico,,Antonio
2025-11-22,4932,web,Auriculares H7,-1,Buen rendimiento,,Miguel
2025-12-03,1524,telefono,Portátil X1,7,Muy buena atención,,Laura
2025-12-23,1338,telefono,Auriculares H7,7,"Todo bien, entrega rápida",,Antonio
2025-12-29,2027,tienda,  Aspiradora V8  ,3,"Todo bien, entrega rápida",Murcia,Laura
2025-11-02,1683,telefono,Portátil X1,8,  El sonido se corta a veces  ,Murcia,Laura
2025-11-15,2472,tienda,Smartphone S10,6,"Todo bien, entrega rápida",,Lucia
2025-11-16,2030,tienda,Auriculares H7,3,  Muy útil la explicación del técnico  ,,Antonio
2025-12-14,2889,tienda,Televisor Z3,ocho,Podría ser más potente,Cartagena,Antonio
xx,4400,web,Auriculares H7,8,La entrega se retrasó,,Miguel
2025-12-19,2910,telefono,Auriculares H7,9,Buen rendimiento,,Miguel
2025-11-04,3833,telefono,  Aspiradora V8  ,3,Podría ser más potente,Lorca,Miguel
2025-11-11,713,tienda,Auriculares H7,6,Muy útil la explicación del técnico,,Carmen
2025-11-29,4619,web,Lavadora L2,5,  La entrega se retrasó  ,,Carmen
2025-11-06,3139,telefono,  Aspiradora V8  ,2,,Lorca,Carmen
2025-11-20,2975,tienda,Smartphone S10,10,  Amable la atención   (act.),,Antonio
2025-12-08,1548,tienda,  Portátil X1  ,100,Amable la atención,,Laura
2025-12-17,1936,tienda,Lavadora L2,8,Muy útil la explicación del técnico,Lorca,Antonio
2025-12-01,4279,web,Lavadora L2,1,Buen rendimiento,,Lucia
2025-12-21,244,telefono,  Auriculares H7  ,No Sabe,,Lorca,Carmen
2025-12-24,4067,tienda,Lavadora L2,10,Amable la atención (act.),,Lucia
2025-11-25,1097,web,Aspiradora V8,5,"Todo bien, entrega rápida",,Antonio
2025-12-17,2535,web,  Smartphone S10  ,-1,Muy útil la explicación del técnico,,Lucia
2025-11-16,1119,web,Portátil X1,10,"Todo bien, entrega rápida",,Miguel
2025-12-01,4289,tienda,Smartphone S10,9,La entrega se retrasó,,Carmen
2025-12-11,4525,tienda,Lavadora L2,9,La entrega se retrasó,Murcia,Carmen
2025-11-28,2653,tienda,Aspiradora V8,8,Muy útil la explicación del técnico,,Laura
2025-11-22,2270,web,Aspiradora V8,6,  Muy útil la explicación del técnico  ,,Miguel
2025-11-25,2808,web,Lavadora L2,3,Muy buena atención,,Carmen
2025-12-07,1431,tienda,Portátil X1,1,El sonido se corta a veces,,Lucia
2025-12-19,1791,web,Smartphone S10,6,,,Antonio
2025-11-19,163,web,Portátil X1,4,"Todo bien, entrega rápida",,Carmen
2025-12-01,3256,web,Portátil X1,diez,,,Antonio
2025-12-29,2893,tienda,Portátil X1,10,"Todo bien, entrega rápida",Murcia,Lucia
2025-12-04,910,telefono,Lavadora L2,5,Podría ser más potente,Lorca,Antonio
2025-11-25,3791,web,Aspiradora V8,0,Buen rendimiento,,Laura
2025-12-17,4769,web,Lavadora L2,2,El sonido se corta a veces,,Miguel
2025-12-25,4212,tienda,Auriculares H7,5,El sonido se corta a veces,,Lucia
2025-12-21,4409,web,Televisor Z3,1,Amable la atención,,Lucia
2025-12-09,2356,tienda,Lavadora L2,5,"Todo bien, entrega rápida",Cartagena,Antonio
2025-12-21,4741,telefono,Portátil X1,1,  Muy útil la explicación del técnico  ,,Carmen
2025-11-01,1728,tienda,Lavadora L2,8,"Todo bien, entrega rápida",Cartagena,Miguel
2025-12-07,2533,telefono,Televisor Z3,1,"Todo bien, entrega rápida",,Laura
2025-11-14,3921,telefono,Smartphone S10,1,Podría ser más potente,Lorca,Antonio
2025-12-02,2281,telefono,Aspiradora V8,10,Podría ser más potente,,Carmen
2025-11-10,4124,web,Lavadora L2,8,,,Carmen
2025-12-09,1789,telefono,Aspiradora V8,8,Muy buena atención,,Laura
2025-12-19,1329,tienda,Portátil X1,NA,,,Antonio
xx,1168,telefono,Televisor Z3,8,El sonido se corta a veces,Cartagena,Lucia
2025-12-08,3683,telefono,Aspiradora V8,10,Muy buena atención (act.),Murcia,Carmen
2025-11-09,2744,web,Smartphone S10,4,La entrega se retrasó,,Laura
2025-12-25,757,telefono,Auriculares H7,8,Muy buena atención,,Lucia
2025-12-11,4624,web,Lavadora L2,7,El sonido se corta a veces,,Antonio
2025-12-17,2746,web,Smartphone S10,diez,La entrega se retrasó,,Laura
2025-11-29,4679,tienda,Televisor Z3,10,  Muy útil la explicación del técnico  ,,Laura
2025-12-30,2161,web,Aspiradora V8,2,Buen rendimiento,,Laura
2025-12-17,2463,web,Lavadora L2,10,Buen rendimiento,,Antonio
2025-12-06,3569,tienda,Auriculares H7,-1,La entrega se retrasó,Lorca,Miguel
2025-11-23,3722,telefono,Auriculares H7,7,,,Laura
2025-12-29,3562,tienda,Auriculares H7,4,Muy buena atención,Murcia,Antonio
2025-11-22,4007,web,Portátil X1,3,El sonido se corta a veces,,Miguel
2025-12-21,4996,web,  Aspiradora V8  ,7,"Todo bien, entrega rápida",,Carmen
2025-12-10,2897,tienda,Smartphone S10,diez,Amable la atención,Cartagena,Antonio
2025-12-17,4449,web,Televisor Z3,4,"Todo bien, entrega rápida",,Antonio
2025-11-27,3,web,Smartphone S10,10,La entrega se retrasó,,Laura
2025-11-09,314,web,Portátil X1,1,Podría ser más potente,,Miguel
2025-13-01,3942,telefono,Aspiradora V8,4,Buen rendimiento,,Carmen
2025-11-17,1146,tienda,Lavadora L2,6,Amable la atención,,Lucia
2025-11-26,3407,tienda,Lavadora L2,7,La entrega se retrasó,Lorca,Lucia
2025-12-17,1740,tienda,Lavadora L2,10,Amable la atención,Lorca,Carmen
2025-11-03,3136,tienda,Smartphone S10,7,,Cartagena,Laura
2025-11-14,4175,web,  Televisor Z3  ,10,El sonido se corta a veces,,Miguel
2025-11-22,654,telefono,Portátil X1,diez,"Todo bien, entrega rápida",,Antonio
2025-12-02,337,web,  Portátil X1  ,NA,"Todo bien, entrega rápida",,Lucia
2025-12-21,279,web,Smartphone S10,9,La entrega se retrasó,,Carmen
2025-11-24,4298,telefono,Smartphone S10,7,Muy útil la explicación del técnico,Lorca,Antonio
2025-11-16,3306,tienda,Lavadora L2,4,La entrega se retrasó,,Laura
2025-11-21,1437,telefono,Aspiradora V8,diez,Podría ser más potente,Cartagena,Antonio
2025-11-24,2339,web,Auriculares H7,1,El sonido se corta a veces,,Antonio
2025-11-29,786,telefono,Lavadora L2,2,Muy buena atención,Lorca,Laura
2025-11-26,4303,telefono,Auriculares H7,8,El sonido se corta a veces,Cartagena,Miguel
2025-11-01,4627,web,Televisor Z3,7,  Muy buena atención  ,,Carmen
2025-11-17,1902,web,Smartphone S10,3,La entrega se retrasó,,Laura
2025-12-18,38,web,Lavadora L2,3,Amable la atención,,Lucia
2025-12-10,4540,web,Lavadora L2,0,La entrega se retrasó,,Antonio
2025-11-23,4957,telefono,Smartphone S10,10,,Lorca,Laura
2025-12-08,745,web,  Aspiradora V8  ,11,Amable la atención,,Lucia
2025-12-26,4414,web,Portátil X1,1,El sonido se corta a veces,,Antonio
2025-12-01,3208,telefono,Lavadora L2,2,  Muy buena atención  ,Lorca,Miguel
2025-11-16,965,tienda,Portátil X1,3,La entrega se retrasó,,Carmen
2025-11-26,542,tienda,Lavadora L2,8,Muy buena atención,Murcia,Carmen
2025-12-11,2887,telefono,Lavadora L2,7,Buen rendimiento,Lorca,Miguel
2025-11-19,2652,telefono,Aspiradora V8,nueve,Buen rendimiento,Cartagena,Antonio
2025-12-17,534,web,Lavadora L2,7,Muy útil la explicación del técnico,,Carmen
2025-11-18,4766,web,Televisor Z3,5,Muy útil la explicación del técnico,,Laura
2025-12-12,2249,web,Portátil X1,diez,La entrega se retrasó,,Carmen
2025-12-15,4643,telefono,Portátil X1,4,,,Lucia
2025-11-09,952,tienda,  Portátil X1  ,  NS/NC  ,Podría ser más potente,,Lucia
xx,3412,tienda,Auriculares H7,8,,Cartagena,Miguel
2025-12-29,1768,telefono,Smartphone S10,No Sabe,Muy útil la explicación del técnico,,Antonio
xx,1956,tienda,Televisor Z3,10,Podría ser más potente,Cartagena,Antonio
2025-12-09,2307,telefono,Televisor Z3,5,Podría ser más potente,Cartagena,Antonio
2025-12-09,3909,tienda,Auriculares H7,3,Muy útil la explicación del técnico,,Carmen
2025-12-10,2327,web,Portátil X1,No Sabe,Muy útil la explicación del técnico,,Lucia
2025-11-02,3347,tienda,Aspiradora V8,10,Podría ser más potente,,Miguel
2025-12-22,2517,web,Auriculares H7,5,,,Laura
2025-11-28,887,web,Televisor Z3,6,Muy buena atención,,Miguel
xx,4283,telefono,  Smartphone S10  ,4,Podría ser más potente,,Carmen
31-12-2025,1011,telefono,Televisor Z3,8,  Muy buena atención  ,Lorca,Miguel
2025-11-14,4767,web,Auriculares H7,No Sabe,Muy útil la explicación del técnico,,Carmen
2025-12-31,148,tienda,Televisor Z3,4,Muy buena atención,,Laura
2025-12-29,3479,tienda,Aspiradora V8,  NS/NC  ,Buen rendimiento,Cartagena,Antonio
2025-11-04,1464,tienda,Lavadora L2,2,Buen rendimiento,Murcia,Lucia
2025-12-22,2022,tienda,Aspiradora V8,7,Podría ser más potente,,Laura
2025-11-16,4519,web,  Lavadora L2  ,2,Buen rendimiento,,Laura
2025-12-12,1846,telefono,Aspiradora V8,8,"Todo bien, entrega rápida",Murcia,Miguel
2025-11-09,363,telefono,Lavadora L2,9,Muy buena atención,Lorca,Carmen
2025-12-22,3232,tienda,  Aspiradora V8  ,ocho,  El sonido se corta a veces  ,Lorca,Carmen
2025-12-10,4857,web,Aspiradora V8,8,Buen rendimiento,,Lucia
2025-12-25,4193,telefono,Aspiradora V8,2,Muy útil la explicación del técnico,Lorca,Antonio
2025-11-17,4568,telefono,Smartphone S10,1,,Murcia,Miguel
2025-13-01,1860,telefono,Smartphone S10,7,"Todo bien, entrega rápida",Lorca,Antonio
2025-12-12,3225,web,Aspiradora V8,7,Podría ser más potente,,Miguel
2025-12-12,663,telefono,Lavadora L2,ns/nc,Muy buena atención,Murcia,Miguel
2025-12-29,4445,web,Aspiradora V8,7,Muy útil la explicación del técnico,,Lucia
2025-11-09,3004,web,Lavadora L2,1,Buen rendimiento,,Lucia
2025-12-16,1324,web,Aspiradora V8,10,Muy útil la explicación del técnico,,Miguel
2025-12-13,2715,tienda,Portátil X1,100,La entrega se retrasó,Murcia,Lucia
2025-11-13,71,web,Auriculares H7,8,La entrega se retrasó,,Antonio
2025-11-30,3131,web,Smartphone S10,9,  El sonido se corta a veces  ,,Carmen
2025-11-03,1506,web,Lavadora L2,2,,,Antonio
2025-11-08,579,telefono,Aspiradora V8,8,  Buen rendimiento  ,Cartagena,Laura
2025-11-02,3438,tienda,Smartphone S10,10,Buen rendimiento,,Carmen
2025-12-11,362,tienda,Auriculares H7,6,,,Miguel
2025-11-04,1292,telefono,Lavadora L2,1,Muy útil la explicación del técnico,,Antonio
2025-12-18,2752,telefono,Aspiradora V8,3,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-09,3709,tienda,  Televisor Z3  ,8,"Todo bien, entrega rápida",,Laura
2025-11-16,3426,tienda,Smartphone S10,No contesta,La entrega se retrasó,,Miguel
2025-11-06,2082,tienda,Portátil X1,1,  Buen rendimiento  ,,Antonio
2025-12-23,1138,telefono,Smartphone S10,No contesta,Muy útil la explicación del técnico,,Miguel
2025-12-13,4965,web,Smartphone S10,1,La entrega se retrasó,,Antonio
2025-11-13,3901,tienda,Portátil X1,4,El sonido se corta a veces,Cartagena,Miguel
2025-11-24,1263,telefono,Lavadora L2,5,La entrega se retrasó,Lorca,Miguel
2025-11-28,2087,web,Aspiradora V8,8,,,Antonio
2025-11-14,2971,web,Televisor Z3,ocho,Muy útil la explicación del técnico,,Carmen
2025-11-02,4907,telefono,Televisor Z3,5,Amable la atención,,Lucia
2025-12-30,4219,telefono,Smartphone S10,No contesta,  El sonido se corta a veces  ,Cartagena,Antonio
2025-11-30,3624,telefono,Televisor Z3,9,Buen rendimiento,Lorca,Carmen
2025-11-21,1967,web,Portátil X1,0,Podría ser más potente,,Lucia
2025-11-04,3811,web,Lavadora L2,7,"Todo bien, entrega rápida",,Miguel
2025-11-21,10,web,Auriculares H7,11,Muy útil la explicación del técnico,,Lucia
2025-12-09,4476,telefono,Portátil X1,2,"Todo bien, entrega rápida",,Lucia
2025-12-14,406,web,Televisor Z3,3,,,Laura
2025-11-20,874,web,Auriculares H7,11,Podría ser más potente,,Lucia
2025-12-09,3093,tienda,  Portátil X1  ,1,,,Carmen
2025-11-04,3216,tienda,Auriculares H7,2,El sonido se corta a veces,,Laura
2025-11-11,2353,telefono,Auriculares H7,1,Podría ser más potente,Cartagena,Carmen
2025-11-20,2748,tienda,Smartphone S10,6,Amable la atención,,Antonio
2025-11-28,1118,telefono,Smartphone S10,0,Muy buena atención (act.),,Lucia
2025-11-25,856,tienda,Auriculares H7,No sabe/No contesta,Podría ser más potente,Murcia,Laura
2025-12-05,446,tienda,  Lavadora L2  ,4,"Todo bien, entrega rápida",Lorca,Laura
2025-11-08,1441,web,Lavadora L2,100,El sonido se corta a veces,,Carmen
2025-12-04,285,telefono,Smartphone S10,1,"Todo bien, entrega rápida",Lorca,Carmen
2025-11-01,1190,tienda,  Auriculares H7  ,4,Podría ser más potente,Lorca,Laura
2025-11-10,4361,tienda,Portátil X1,4,El sonido se corta a veces,,Antonio
2025-12-02,4431,web,Lavadora L2,6,Podría ser más potente,,Miguel
2025-12-27,3200,tienda,Portátil X1,9,Podría ser más potente,Cartagena,Carmen
2025-12-24,2846,web,Portátil X1,-1,El sonido se corta a veces,,Miguel
2025-12-08,3848,telefono,Televisor Z3,2,Muy útil la explicación del técnico,,Carmen
2025-12-24,1382,tienda,Televisor Z3,2,Amable la atención,,Lucia
2025-12-07,3724,telefono,  Smartphone S10  ,6,Buen rendimiento,Cartagena,Lucia
2025-11-04,2671,tienda,Auriculares H7,1,  Muy buena atención  ,Cartagena,Carmen
2025-11-23,4879,telefono,Portátil X1,1,  El sonido se corta a veces   (act.),Cartagena,Lucia
2025-12-17,1144,tienda,Lavadora L2,ns/nc,Buen rendimiento,Cartagena,Antonio
2025-12-01,3941,web,Televisor Z3,  NS/NC  ,Muy útil la explicación del técnico,,Carmen
2025-11-30,1783,telefono,Smartphone S10,2,Muy útil la explicación del técnico,Murcia,Antonio
2025-11-02,1087,tienda,Portátil X1,3,La entrega se retrasó,,Antonio
2025-12-20,499,telefono,Aspiradora V8,7,Muy buena atención,,Antonio
2025-11-14,4481,tienda,Lavadora L2,1,,,Antonio
2025-11-29,4444,web,Portátil X1,nueve,Buen rendimiento,,Antonio
2025-13-01,2180,web,Auriculares H7,3,"Todo bien, entrega rápida",,Miguel
2025-11-26,4397,web,Portátil X1,2,Muy buena atención,,Lucia
2025-12-16,3235,tienda,Auriculares H7,4,Muy útil la explicación del técnico,,Laura
2025-12-26,2647,tienda,  Auriculares H7  ,1,Amable la atención,Murcia,Lucia
2025-12-18,3022,telefono,Lavadora L2,NS/NC,  Muy buena atención   (act.),Lorca,Lucia
2025-12-07,3243,web,Smartphone S10,ocho,"Todo bien, entrega rápida",,Antonio
2025-12-24,3010,tienda,  Televisor Z3  ,2,Podría ser más potente,Murcia,Miguel
2025-11-16,2114,tienda,Auriculares H7,10,"Todo bien, entrega rápida",Lorca,Miguel
2025-12-06,1603,tienda,Aspiradora V8,6,"Todo bien, entrega rápida",Murcia,Miguel
2025-12-01,191,telefono,Smartphone S10,3,,,Carmen
2025-12-09,741,tienda,  Portátil X1  ,7,Buen rendimiento,Cartagena,Miguel
2025-12-26,3017,telefono,Auriculares H7,ns/nc,La entrega se retrasó,,Lucia
xx,1164,tienda,Portátil X1,8,,Cartagena,Miguel
2025-12-28,1298,telefono,Aspiradora V8,3,Podría ser más potente,,Miguel
2025-12-22,4629,web,Lavadora L2,11,  Buen rendimiento   (act.),,Carmen
2025-11-13,487,tienda,Portátil X1,3,"Todo bien, entrega rápida",Cartagena,Laura
2025-12-14,3684,telefono,Aspiradora V8,100,"Todo bien, entrega rápida",Murcia,Antonio
2025-12-01,3985,telefono,Televisor Z3,7,Muy útil la explicación del técnico,Lorca,Carmen
2025-12-24,2064,web,Televisor Z3,No Sabe,  Muy buena atención  ,,Lucia
2025-11-15,4991,tienda,Televisor Z3,6,"Todo bien, entrega rápida",,Antonio
2025-11-12,4681,tienda,Televisor Z3,4,"Todo bien, entrega rápida",Cartagena,Laura
2025-11-03,2219,tienda,Smartphone S10,7,La entrega se retrasó,,Laura
2025-11-17,209,tienda,Televisor Z3,8,La entrega se retrasó,,Carmen
2025-11-18,4696,telefono,Televisor Z3,7,Podría ser más potente,,Lucia
2025-11-28,3250,tienda,  Auriculares H7  ,9,  El sonido se corta a veces  ,Lorca,Laura
2025-12-09,2920,web,Auriculares H7,7,Amable la atención,,Miguel
2025/12/40,4069,tienda,Portátil X1,10,Buen rendimiento,Murcia,Lucia
2025-11-15,151,telefono,Televisor Z3,5,El sonido se corta a veces,,Carmen
2025-11-09,3586,telefono,Televisor Z3,0,  Buen rendimiento   (act.),Murcia,Lucia
2025-12-18,4293,tienda,Auriculares H7,10,"Todo bien, entrega rápida",,Miguel
2025-11-28,1228,web,Lavadora L2,No Sabe,Muy útil la explicación del técnico,,Lucia
2025-11-26,1593,web,Televisor Z3,  NS/NC  ,  Amable la atención  ,,Antonio
2025-12-30,3364,tienda,Televisor Z3,No sabe/No contesta,Muy útil la explicación del técnico,Cartagena,Lucia
